x,y
-15.0,122.43428306022466
-14.595959595959595,103.7557322400188
-14.191919191919192,113.659055936996
-13.787878787878787,125.51339786277941
-13.383838383838384,84.88049744788611
-12.97979797979798,79.55483865920024
-12.575757575757576,110.65909561225988
-12.171717171717171,89.4240440371955
-11.767676767676768,59.84962053556073
-11.363636363636363,75.41731657419862
-10.959595959595958,50.78801794254679
-10.555555555555555,46.395281471804736
-10.151515151515152,56.36587536704154
-9.747474747474747,9.241027083172987
-9.343434343434343,9.151526014773516
-8.93939393939394,28.71063141701709
-8.535353535353536,16.169507580047583
-8.131313131313131,39.34407327163816
-7.7272727272727275,11.694890390402229
-7.3232323232323235,-1.431208196688484
-6.919191919191919,53.25058378573645
-6.515151515151516,16.70807362295983
-6.111111111111111,20.023403599931314
-5.707070707070708,-12.209635696516859
-5.303030303030303,3.1734107069251785
-4.8989898989899,14.218502809399855
-4.494949494949495,-12.917586067372696
-4.090909090909092,15.881728961954765
-3.686868686868687,-5.216273441269681
-3.2828282828282838,-0.4453942285968866
-2.878787878787879,-7.890422419059931
-2.474747474747476,40.10775122206326
-2.070707070707071,1.8739693915794506
-1.666666666666666,-19.76532969022912
-1.262626262626263,17.248010781600563
-0.8585858585858581,-24.048288161138636
-0.45454545454545503,4.280577685219075
-0.050505050505050164,-39.19212709753225
0.3535353535353529,-26.501227354868927
0.7575757575757578,4.224185231615712
1.1616161616161627,15.444007653372143
1.565656565656564,4.653005864591163
1.9696969696969688,-0.3731125715480994
2.3737373737373737,-3.2047593520469735
2.7777777777777786,-25.712415115990524
3.18181818181818,-9.3349006968198
3.5858585858585847,-2.783584520307886
3.9898989898989896,29.1020914991768
4.3939393939393945,16.525717490175474
4.797979797979799,-23.750498036343544
5.202020202020201,20.012186479009046
5.6060606060606055,8.012312151085972
6.01010101010101,4.522217069689418
6.414141414141415,32.80413081711937
6.818181818181817,43.86379210281157
7.222222222222221,44.705849295904216
7.626262626262626,12.295590357912292
8.030303030303031,26.058635862222733
8.434343434343432,42.19434321229737
8.838383838383837,58.56941697974949
9.242424242424242,33.12771818156987
9.646464646464647,42.813960554469816
10.050505050505048,28.379626404993175
10.454545454545453,30.72462784896508
10.858585858585858,75.20495987202435
11.262626262626263,90.54817573721587
11.666666666666668,66.61535312394889
12.07070707070707,92.92164255124929
12.474747474747474,85.04238278031193
12.878787878787879,70.02919352130432
13.282828282828284,95.44467570571976
13.686868686868685,124.42591855511264
14.09090909090909,98.56033872193319
14.494949494949495,136.34465354684843
14.8989898989899,58.595047923306645
15.303030303030301,133.5294183152363
15.707070707070706,125.09697646322275
16.11111111111111,123.8038036079666
16.515151515151516,138.21033031491575
16.919191919191917,103.37814930720668
17.323232323232325,145.65375130559036
17.727272727272727,164.27035060378864
18.131313131313128,193.93013882769426
18.535353535353536,161.41426097479845
18.939393939393938,163.18044933791217
19.343434343434346,177.04908522768693
19.747474747474747,213.28942180511788
20.15151515151515,209.61680364406598
20.555555555555557,200.6702280234247
20.95959595959596,229.91768005702272
21.36363636363636,230.1440303258037
21.767676767676768,256.28877574168524
22.17171717171717,231.75145929376197
22.575757575757578,248.27917212773247
22.97979797979798,256.1933945335205
23.38383838383838,244.13164981809422
23.78787878787879,288.85399415469834
24.19191919191919,297.8455825377718
24.5959595959596,302.58288335588776
25.0,307.8082573324971
