x1,y
9.363502971184062,37.8892472259271
23.767857660247905,93.57639388866228
18.299848545285126,73.65819806381802
14.966462104925915,49.9280038466992
3.900466011060913,14.503504605056092
3.8998630084050663,17.385014891178997
1.4520903042049866,13.197831440527526
21.654403644373378,84.02626348612527
15.02787529358022,56.06903315985494
17.70181444490114,68.29847256168188
0.5146123573950612,6.635460018090615
24.24774630404986,98.63474076449785
20.811066020010543,80.59546306120697
5.308477766956904,23.8002482333944
4.545624180177516,18.667884467450264
4.585112746335845,23.183675938007827
7.606056073988443,26.913958826567008
13.118910790805947,50.837332430234945
10.798625466052894,41.233961098550786
7.280728504951048,21.8053392791436
15.296322368059487,62.665890857560825
3.487346516301046,15.25466242610363
7.303616213380454,29.24003213673412
9.159046082342293,35.463248662493434
11.401749605425898,38.53014471145152
19.62939903482534,76.41436952547457
4.991844553958994,18.253805633202127
12.85586096034029,47.412057495253066
14.810364221551062,58.4350283278742
1.1612603179999432,6.665295556072465
15.18862129753596,70.18541469619649
4.263103092182289,17.92530143288835
1.626289824631988,7.792911252141773
23.72213843133333,94.51632414650248
24.140800826863984,86.96934723096072
20.209933702911528,80.70716543440003
7.6153442293342675,30.762527967042203
2.441802850159597,22.08342196306482
17.105825662803923,67.46149782731008
11.003812343490033,45.52298608562819
3.050955871119471,12.030264635951667
12.379422752781755,43.67430082302936
0.8597130278804599,9.152966184096943
22.73301005196955,94.69170537131207
6.469499540000423,29.833157895216928
16.56305710884955,61.7052911614245
7.792776902235274,38.185079163621594
13.00170052944527,44.997546803819674
13.667756983581992,57.60531340332932
4.621361388138176,29.4377236816026
24.239615694113965,92.00578115080242
19.378320584027865,74.6817936880976
23.487473539104727,94.44815098185711
22.37068376069122,86.9653567721839
14.947499470277128,52.03668072577785
23.046855875577922,92.53023837634183
2.2123125512979875,3.5377316365614258
4.89957156047863,21.966248395090425
1.1306822227634516,-0.07439228011520882
8.133258269081608,40.28270510141413
9.71693224223705,34.95146250726702
6.783725794347398,25.524595596361216
20.718437728798232,86.94133700204128
8.918833167339733,29.521011087189155
7.023362742184519,29.23075064175872
13.567402078956212,60.80532208723699
3.523105624369066,6.055006324670126
20.054924518850992,81.1428673680655
1.8637660919942705,8.7544783392192
24.67217341501293,102.59780801893828
19.306119232416435,71.03972337527533
4.96789203835431,13.269285087995858
0.13805292809005998,3.1619195404447282
20.386535711370854,83.03106621164935
17.67143359619043,71.9381986364911
18.225179201024684,74.63295785158361
19.281758667148644,73.72691106070212
1.8511162933522591,8.565733659214054
8.961643213606814,37.31193522092067
2.896726488128243,8.015148862381132
21.577585646889837,95.63921514328312
15.582453170688948,64.69897728731473
8.27245062131623,27.133284999251675
1.588958757150591,9.638603071771513
7.774558042891555,26.224823820429613
8.129583050668677,36.45375522138697
18.240154458451602,78.75359572884344
15.938936783880328,59.65233554376276
22.180318564408164,93.53815490385426
11.805373129048732,49.28539715087742
2.9898561484575428,16.06972539380262
17.831119680574876,80.80844363556923
19.019626215422434,74.85156428167538
14.031929939237406,52.359038935162175
19.274179498864026,72.64914584732848
12.344889909109769,45.300508211611884
13.068320734549852,51.887774391128886
10.68852545896374,44.45986170993818
0.6354781686023797,3.925366671059614
2.697285674832611,14.925058944510564
